window,split,time,baseline,method,baseline_ic,correction_ic,candidate_ic,delta,confidence,mean_neighbor_distance,fingerprint_std,min_library_time,max_library_time,library_cutoff_exclusive
fold_1,train,1466,exp016_static_strict_oof_proxy,recent,0.20173704789785943,-0.04760616113321877,0.1931875512230793,-0.008549496674780138,nan,nan,0.0938834473490715,1427,1458,1459
fold_1,train,1466,exp016_static_strict_oof_proxy,random,0.20173704789785943,0.14816386072887822,0.20358515906716307,0.00184811116930364,nan,nan,0.06962656229734421,493,1417,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,retrieval,0.24862827368986057,0.16456605979559705,0.2501642566444152,0.0015359829545546488,-5.825178042054176,5.7273759841918945,0.0978020578622818,486,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,recent,0.24862827368986057,0.006199565212030009,0.24406375698129867,-0.004564516708561894,nan,nan,0.0938834473490715,1427,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,random,0.24862827368986057,0.1976968865402424,0.25187158329483317,0.0032433096049725996,nan,nan,0.08120501786470413,495,1426,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,retrieval,0.21253995204643145,0.10405449977891568,0.21075591436218968,-0.0017840376842417627,-3.9248271211981773,3.8463478088378906,0.07847931236028671,688,1452,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,recent,0.21253995204643145,-0.11569494233214428,0.1966447564245226,-0.01589519562190886,nan,nan,0.0938834473490715,1427,1458,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,random,0.21253995204643145,0.18060425865873478,0.2174309267606725,0.004890974714241048,nan,nan,0.08769955486059189,489,1437,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,retrieval,0.25703781818351434,0.1904553174449576,0.25880603792761886,0.0017682197441045155,-3.4017189219594,3.3224167823791504,0.07930213958024979,980,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,recent,0.25703781818351434,-0.021934839971891204,0.24746760544352941,-0.009570212739984929,nan,nan,0.0938834473490715,1427,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,random,0.25703781818351434,0.2064464522902867,0.2631804091534654,0.006142590969951067,nan,nan,0.07366254180669785,499,1426,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,retrieval,0.25873764146493167,0.23245856259461964,0.26485039538214783,0.006112753917216163,-3.126612149178982,3.051987648010254,0.07462450116872787,1140,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,recent,0.25873764146493167,-0.08387068241200851,0.24296815545797135,-0.01576948600696032,nan,nan,0.0938834473490715,1427,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,random,0.25873764146493167,0.2965173668805703,0.2716106323114257,0.012872990846494015,nan,nan,0.08142808079719543,528,1456,1459
